COPY pytania FROM STDIN DELIMITER ';' NULL 'null';
761;aliquam dolor porro assumenda cum sint voluptates a minus quidem officia vel enim fuga facere delectus omnis accusamus aspernatur eligendi quia ad consectetur sed expedita soluta corporis quo neque sunt quasi temporibus ex officiis iusto saepe ratione distinctio numquam nihil consequatur nisi repellendus eius nam esse;autem;5
762;facere dignissimos ad quo maiores quibusdam mollitia fugit harum ipsa ratione delectus maxime reiciendis perspiciatis corporis aliquam culpa dicta sequi totam nemo quod quos eos autem iste hic in veritatis;id;5
763;fugit nisi voluptates magnam itaque molestiae modi reiciendis suscipit amet cum quo exercitationem quas laudantium facilis quae voluptatibus ipsa quaerat earum cupiditate minus harum corrupti error dolorem vero aspernatur numquam eaque nulla dolores odit;ipsa;6
764;ex animi natus aspernatur dicta quidem illo iure laboriosam corrupti inventore dignissimos ad similique harum quos recusandae nesciunt quaerat culpa quae unde sequi numquam et fuga velit possimus exercitationem vel;blanditiis;8
765;hic beatae porro autem iusto officia maiores quisquam asperiores praesentium quo pariatur veniam doloremque a voluptatem similique magnam soluta nisi nesciunt fugiat cupiditate debitis tempore quasi eligendi ea aperiam optio harum perspiciatis nemo odio dignissimos deserunt illum explicabo assumenda alias voluptates iure dolorem eaque quod;nam;8
766;eveniet quam expedita optio quas reprehenderit inventore at labore non saepe unde perferendis porro fugiat nemo eos a sint modi iste blanditiis ipsa vitae nobis repudiandae esse ducimus itaque in odio pariatur enim sed exercitationem iusto voluptate possimus dignissimos;ratione;8
767;amet doloremque sunt officiis tempora illo cumque deserunt id minus consequatur eos saepe temporibus et nemo non fugit ipsam necessitatibus laborum porro exercitationem accusantium nostrum qui doloribus mollitia repellendus quidem sequi cum dicta nam libero quos nisi neque voluptatem in fuga ab ipsum;vel;7
768;ab ut nemo reiciendis tenetur earum eaque non quaerat itaque consequuntur dolore nobis assumenda nihil accusantium quas facilis maiores cum sed totam illo sequi omnis nesciunt minima iste ex eligendi exercitationem suscipit vero voluptatem aliquid porro asperiores illum eius ratione reprehenderit beatae pariatur doloribus laudantium esse distinctio quos molestiae optio;sit;1
769;nam asperiores obcaecati temporibus odit molestiae repellendus perferendis a reprehenderit adipisci velit impedit magnam ex consequuntur pariatur debitis dicta labore esse aliquam quae accusantium in rem est nisi quidem totam numquam dolores iure quibusdam praesentium;iure;1
770;deserunt excepturi possimus fugit provident fugiat dicta reprehenderit laborum blanditiis error enim sunt maiores sint et repellendus neque inventore exercitationem doloremque dolor nobis ipsam distinctio quam vel cupiditate suscipit iste quidem dolore unde beatae veritatis iure nemo sequi soluta cumque ratione modi aliquid earum minima ipsa adipisci;laborum;10
771;voluptatum odio provident modi hic laborum autem cumque vero consequatur totam ex reiciendis eveniet blanditiis voluptas error assumenda sapiente neque sequi quos quae dignissimos eligendi possimus itaque delectus culpa ea cupiditate saepe id tempore corporis doloremque omnis quod atque;veritatis;9
772;ullam eos accusamus deleniti dolorem asperiores quae voluptatum minus ducimus iure quisquam delectus fugit numquam dolores ipsum doloribus aliquam enim libero dolor officia nesciunt commodi cupiditate error neque quod expedita odio suscipit et;est;4
773;ipsam et totam fuga atque dolorem nam deleniti molestiae corrupti amet debitis aspernatur culpa velit commodi dolores tenetur molestias reprehenderit voluptate deserunt consequatur quae suscipit sint similique voluptates provident repudiandae laborum accusantium veritatis hic id odio incidunt sequi asperiores modi delectus perferendis quas eligendi;sapiente;0
774;natus quo sit veritatis dicta tempora repellat amet labore atque enim unde sapiente tempore at eos eum minima sed a nisi optio nostrum aut obcaecati aspernatur dolorem vitae cum ad tenetur corrupti iste delectus et quidem omnis magnam distinctio voluptatum aliquam porro vel repellendus officiis temporibus itaque quisquam harum illum;quod;10
775;et optio ea nam blanditiis fugiat sequi error laboriosam reiciendis distinctio voluptas ad repellendus ut iure nihil minima voluptatem rem aliquid facere sapiente doloremque velit est consequuntur repudiandae ex quo exercitationem ipsum fuga quam;sit;9
776;magni voluptatibus dicta eius alias ad reiciendis doloremque at officiis minus in aut esse ab aliquam velit dolorum ipsum magnam laudantium quia ut dolorem quibusdam facere porro cumque voluptates consectetur suscipit nam quasi reprehenderit eum amet impedit pariatur quo explicabo nisi quam nihil illum assumenda voluptatem sed;necessitatibus;2
777;aliquid iusto provident ipsa voluptates repellat tempora nulla eum quod commodi laborum temporibus eius ex aspernatur unde maxime rem iure cum a in odit assumenda sapiente aperiam magni labore suscipit blanditiis praesentium sunt vitae velit reiciendis culpa corrupti accusamus ipsum cupiditate distinctio ut;non;1
778;architecto quaerat ipsam ea sunt cupiditate dolores quod eius similique aspernatur hic nesciunt aliquid sequi ducimus vitae corporis officia asperiores voluptatem odit rem accusantium nemo beatae debitis necessitatibus quis iste reprehenderit fugiat;voluptate;4
779;repellendus recusandae eveniet et in suscipit debitis saepe asperiores illum obcaecati dolore earum tempora ipsum vel ea ullam nesciunt nihil magni architecto assumenda impedit voluptatibus laudantium voluptatum voluptates nobis similique minima repudiandae expedita;sunt;10
780;repudiandae quaerat ipsum reiciendis molestias expedita architecto nobis porro iusto perferendis accusantium necessitatibus vitae exercitationem harum blanditiis voluptatum voluptatem aspernatur dolorem quos vel dolore ex animi fuga aliquid error nam reprehenderit fugiat laborum asperiores sequi voluptates deleniti id doloribus non totam aliquam sed optio suscipit esse;alias;3
781;mollitia suscipit adipisci quod ullam sapiente consequuntur autem voluptatem dignissimos similique soluta odit iste rerum cupiditate itaque assumenda magnam asperiores fugiat ad vitae omnis perspiciatis sit at dolor nostrum incidunt placeat ipsa sunt aut esse hic pariatur blanditiis modi enim voluptates tempore nisi distinctio molestias velit;quae;0
782;deleniti magni ea doloribus delectus modi at ad aut dignissimos provident incidunt rerum voluptatum aliquid natus quidem necessitatibus quas itaque consectetur repudiandae voluptatem sit unde eius explicabo labore cum deserunt cumque illo voluptas odio vitae atque ex dolor esse repellat non est possimus commodi sed nemo saepe amet tempore;aliquid;4
783;a autem voluptatum ratione nemo hic aperiam ipsam distinctio expedita voluptates doloremque omnis blanditiis incidunt quae corrupti nisi pariatur suscipit molestiae eos quisquam corporis dolores illum ut rem id qui recusandae quo neque iusto eligendi enim ea voluptate odit repellat ad;deserunt;10
784;deserunt nihil quam commodi veritatis quos eum porro odio maiores provident nam dolorem ipsum mollitia illum totam excepturi quidem adipisci hic maxime voluptatum quae laborum aspernatur culpa dolor quibusdam ullam assumenda nostrum temporibus similique;vitae;3
785;aperiam quia fugit delectus quisquam quos neque laudantium aliquam impedit eveniet sit voluptatibus similique atque debitis aut ducimus nemo repellendus aliquid excepturi tenetur cupiditate ex rem iure voluptatem optio ea enim tempore nulla deserunt adipisci fuga alias dolorum numquam animi iusto nisi odit necessitatibus totam;accusantium;9
786;iste corrupti recusandae delectus tenetur totam mollitia quam debitis natus architecto obcaecati labore voluptate deserunt autem voluptas excepturi error sint est doloremque ullam atque voluptatum enim ex rerum laborum ad fuga blanditiis nulla dolorum voluptates beatae;facere;0
787;quasi ut optio voluptatem error quam quidem delectus ea obcaecati voluptas asperiores dolores dolorum aspernatur sint sunt officiis nisi ex alias sit architecto tenetur iste atque earum modi ab saepe eius explicabo animi deleniti provident repellat aliquam soluta tempora quisquam mollitia rerum voluptate qui;cum;4
788;a dolores id adipisci accusantium eveniet consequuntur deserunt nulla ut officiis labore praesentium unde blanditiis neque qui tenetur nobis illum dolorem in ullam nostrum magnam nesciunt ratione omnis dignissimos ab alias magni asperiores mollitia;inventore;5
789;illo alias iste vitae magnam voluptatum expedita laboriosam quaerat doloribus eligendi at excepturi eum accusantium sit iure a necessitatibus minus enim deleniti sequi earum commodi aperiam ad quam repellendus eius dolorem culpa numquam aspernatur exercitationem recusandae consequuntur pariatur veritatis nemo magni odit facilis ipsa corrupti nisi tempore;nesciunt;8
790;molestias fugiat illo id velit quas harum at similique beatae possimus laboriosam ab repellat sit doloremque corporis esse autem sint recusandae odio atque dolore laudantium nihil ea quis deleniti quidem eos dolor necessitatibus cupiditate nam quia provident;debitis;5
791;fuga consequuntur error est corrupti provident rerum adipisci ab officiis quidem culpa quam veniam dolores fugit in praesentium modi voluptatibus recusandae eligendi reprehenderit soluta minus porro illum quibusdam laboriosam earum possimus aut quos quod aliquam deserunt qui;nulla;3
792;eveniet ipsum vel nihil sit adipisci repellat consectetur sint ea tempore odio veritatis harum ipsam nesciunt quaerat voluptatem provident impedit similique molestias eos at suscipit est fugit omnis exercitationem non minus veniam illo sequi dicta aut ipsa iusto libero eaque cumque eius cupiditate architecto unde cum temporibus et sed nemo;quod;5
793;officia quibusdam cupiditate placeat et perspiciatis omnis veritatis distinctio nulla iste consequuntur cum modi eaque ad nam enim aliquam earum neque molestiae sunt facilis incidunt hic ab libero dicta doloremque dolor molestias sequi maiores eos minima culpa laborum fugit itaque doloribus eius;explicabo;1
794;labore quia quis consequuntur unde esse a ab perferendis tenetur suscipit quisquam dolorum sed porro dolor dicta culpa nemo eligendi laudantium perspiciatis aut dolores corporis rerum asperiores consequatur atque dignissimos illo incidunt ea ipsam ipsa quos ad;officia;9
795;modi corporis cumque ut veritatis quod minima quae non dolor nostrum sit quos cum aperiam praesentium id voluptates vero sed quidem ipsam exercitationem sapiente dolore vitae porro dolorem voluptatum sunt laudantium fugit nemo ratione ea obcaecati atque libero ipsa nobis;rem;3
796;libero saepe nobis necessitatibus quisquam possimus aspernatur itaque voluptate rerum mollitia modi est odio laudantium doloribus at cumque suscipit aperiam soluta culpa maxime porro et deserunt eveniet nesciunt illum obcaecati ipsa quam numquam consectetur aliquid ullam corrupti esse repellat quod pariatur ab nisi excepturi;fugit;1
797;minima ad ducimus fuga obcaecati corporis exercitationem illum incidunt fugit facilis sunt eius debitis ut totam accusantium cum dolore voluptates aperiam corrupti quaerat repellendus officia et sapiente ratione molestiae nemo iste quos aliquam aspernatur asperiores ea illo odio numquam possimus iure sint libero laborum dicta consequuntur omnis eum;incidunt;0
798;sint ab quas unde reiciendis assumenda exercitationem nobis explicabo quos impedit odit cum rerum maiores nesciunt veritatis optio quae repellendus repudiandae velit at ipsum mollitia ducimus provident minus fugit natus;voluptas;3
799;sed illum ex saepe aliquid molestiae pariatur amet dolorum rerum voluptate consequatur labore ducimus qui fugit at magnam recusandae dolorem eaque neque obcaecati officia temporibus excepturi vel sapiente cupiditate eligendi;tempore;2
800;ullam at vel deleniti voluptatum aut dolorum accusamus quod consequatur nobis quae veniam mollitia beatae qui ducimus suscipit voluptas quas corporis odio cupiditate vitae repellendus id assumenda laborum repellat similique excepturi obcaecati unde officia sed possimus autem soluta porro explicabo asperiores labore perspiciatis voluptatem cum;placeat;6
